IsBadBuy,VehicleAge,WheelType,DifAquiredAvg_CurAvgAuction,DifAquiredAboveAvg_CurAboveAvgRetail,DifAquiredAvg_CurAvgRetail,DifAquiredAboveAvg_CurAboveAvgAuction,AdjVehOd
0,2,Covers,162,-1087,-1161,132,32700
0,5,Alloy,-42,-543,-523,22,14801
0,4,Covers,82,-923,-758,175,18098
0,4,Alloy,100,-426,-465,133,15292
0,2,Alloy,789,-877,-660,339,27525
0,5,Alloy,-40,-56,-43,-52,14107
0,3,Alloy,456,-177,-360,673,24368
0,6,Covers,23,-392,-390,22,8792
1,2,Covers,-42,-1523,-1374,-118,24965
0,2,Covers,-402,-1522,-1719,-228,40188
0,4,Alloy,96,-611,-590,111,9004
0,3,Covers,60,-844,-892,82,22994
0,5,Alloy,-29,-476,-491,-17,12882
0,6,Special,-17,-533,-437,-52,15002
0,1,Alloy,-566,-3504,-3482,-925,85995
1,2,Covers,338,-1276,-987,374,39263
0,2,Alloy,101,-979,-1379,126,38762
0,3,Alloy,-156,-1050,-1170,-180,24901
0,4,Alloy,149,-372,-435,210,16861
1,5,Special,-101,-851,-751,-111,15062
0,2,Alloy,604,-1062,-1329,753,30111
0,2,Alloy,-274,-1924,-1838,-394,31754
0,3,Alloy,-269,-1383,-1133,-347,23971
0,2,Covers,-125,-1237,-1386,-21,28226
0,6,Alloy,164,-199,-264,212,10056
0,4,Alloy,76,-588,-669,138,15344
0,5,Alloy,20,-586,-553,51,17153
0,4,Alloy,-9,-583,-577,63,12822
0,5,Alloy,-108,-671,-698,-175,16514
0,3,Alloy,-8,-975,-1057,73,24222
1,3,Covers,78,-675,-711,117,28802
0,5,Alloy,-49,-473,-487,-65,15577
0,4,Alloy,192,-401,-653,320,20361
0,5,Special,4,-652,-593,21,12642
0,2,Covers,467,-1262,-1146,216,29394
0,2,Alloy,-737,-1881,-1944,-706,37671
1,2,Covers,307,-1555,-1455,45,30344
0,5,Covers,7,-600,-492,-5,11821
0,5,Alloy,-100,-637,-593,-174,17280
0,3,Covers,-255,-938,-1062,-187,17998
0,4,Covers,17,-639,-650,25,15908
0,4,Alloy,-9,-563,-600,19,16762
1,2,Covers,-212,-1595,-1323,-443,29515
0,3,Alloy,278,-383,-517,260,25028
0,3,Covers,-29,-810,-859,0,26464
0,2,Alloy,-518,-1785,-1904,-546,36307
0,1,Covers,-137,-2769,-2917,-287,52536
0,2,Covers,-258,-1626,-1637,-278,28915
0,4,Alloy,-175,-791,-736,-196,17918
0,6,Alloy,-5,-31,-25,-1,9102
0,3,Covers,-148,-233,-84,-181,24155
0,3,Alloy,-24,-157,-11,-12,22422
1,5,Alloy,-50,-187,-82,-69,13195
0,2,Covers,361,122,343,92,25421
0,5,Alloy,-163,-461,-346,-138,14498
0,2,Covers,364,29,205,57,28787
0,3,Covers,314,144,-10,356,28195
0,3,Alloy,-187,-169,-85,-186,21344
0,4,Alloy,29,196,23,161,20100
0,3,Alloy,131,15,-60,212,28452
0,2,Alloy,-203,-241,117,-346,41559
0,6,Alloy,123,66,85,71,12699
0,6,Alloy,56,110,108,38,12068
0,2,Covers,63,38,294,-141,26885
0,4,Alloy,-522,-479,-335,-557,22158
0,2,Alloy,280,471,268,425,26566
1,5,Alloy,-98,-198,-254,-166,15152
0,4,Covers,25,-6,-100,48,15698
0,3,Alloy,35,-17,87,-68,21598
0,3,Alloy,-26,-266,-14,-176,22645
0,2,Alloy,-763,-640,-599,-751,37086
0,3,Alloy,-94,-50,-37,-153,16603
0,8,Alloy,30,63,47,97,11158
0,5,Alloy,133,257,257,158,17923
0,3,Covers,-186,44,101,-185,22731
0,6,Covers,-97,-88,-100,-95,8816
0,1,Covers,573,654,686,464,72148
0,2,Covers,-34,15,177,-101,32778
0,5,Alloy,-167,-37,-94,-189,10479
0,2,Covers,-796,-651,-721,-840,32827
0,4,Alloy,-82,8,-121,-20,20784
0,4,Alloy,0,49,99,-27,19471
1,4,Covers,-125,-188,-247,-175,17104
0,4,Alloy,-99,18,14,-43,17761
0,6,Covers,0,0,0,0,14128
1,2,Covers,-267,-28,-154,-305,27320
1,6,Special,-188,-74,62,-223,13966
0,2,Covers,21,340,366,48,24623
0,2,Covers,189,-113,11,83,21935
0,5,Alloy,241,424,310,264,17749
0,3,Alloy,-174,-624,-302,-163,26193
0,3,Alloy,4,-78,239,-234,27177
0,7,Alloy,4,-154,-84,7,12666
0,2,Covers,21,340,366,48,28207
0,3,Alloy,-99,-26,-5,-123,19854
0,2,Covers,-174,-128,-208,-172,25905
0,4,Alloy,-49,9,7,-97,12929
0,4,Alloy,30,97,154,-16,15916
0,3,Alloy,-325,-362,-256,-473,21914
0,5,Alloy,-225,-37,-231,-204,17405
1,5,Alloy,-80,8,30,-48,16246
0,4,Alloy,38,110,132,50,21348
0,2,Covers,-545,-211,-220,-562,23338
0,5,Alloy,-141,78,6,-181,13957
0,7,Special,8,-5,6,-2,11797
0,6,Alloy,-36,163,88,-3,13126
0,5,Covers,-103,-222,-46,-213,11462
0,5,Covers,-200,-179,-420,-183,14906
0,3,Covers,-95,-273,-170,-56,16745
0,5,Covers,-41,-37,25,-34,15038
0,6,Alloy,-91,-282,-183,-73,9607
0,4,Alloy,-27,-100,-15,-115,16769
0,7,Alloy,-113,-34,-39,-91,13444
0,5,Alloy,-6,-396,-298,23,16244
0,4,Covers,-180,37,94,-194,16661
0,3,Covers,-556,-672,-447,-713,24832
0,2,Covers,-758,-1340,-766,-942,36625
0,3,Covers,-311,-239,-262,-295,13284
0,3,Alloy,-138,67,-178,-214,25732
0,3,Covers,-581,-374,-455,-639,25034
0,3,Covers,-507,-454,-489,-568,24928
0,3,Covers,-117,-216,-175,-101,27655
0,4,Alloy,264,92,400,-9,18651
0,4,Covers,80,333,161,202,11050
0,3,Covers,-144,-115,-94,-188,29645
0,2,Covers,-127,544,386,-124,27535
0,3,Alloy,-272,5,-164,-330,13456
0,3,Covers,-366,-609,-619,-455,27021
0,6,Alloy,-203,-436,-384,-141,12503
0,6,Alloy,-53,-56,-41,-1,12482
0,7,Alloy,18,20,31,36,9974
0,5,Alloy,-157,34,20,-112,16376
0,3,Alloy,-116,63,-33,-86,26338
0,4,Alloy,-140,-123,-192,-46,19115
0,6,Alloy,18,-115,-19,29,11182
0,3,Covers,-183,-308,-156,-214,23866
0,3,Alloy,-474,-257,-391,-657,22112
0,6,Covers,-84,-36,-36,-80,11082
0,5,Alloy,-41,-34,-33,-30,13922
0,5,Covers,19,273,156,-9,15359
0,2,Alloy,-161,-317,-258,-187,42701
0,6,Alloy,-51,101,90,-35,13186
0,4,Covers,-193,-368,-310,-250,9456
0,5,Covers,-148,-81,-71,-173,17291
0,6,Covers,-2,101,16,2,9491
0,4,Alloy,37,115,76,53,20960
0,4,Alloy,-71,9,-36,-2,15200
0,6,Alloy,-7,21,-37,-7,4919
0,3,Covers,-415,-609,-645,-381,22556
0,5,Covers,7,85,75,26,7782
0,3,Covers,-467,-346,-462,-519,26820
0,5,Alloy,-195,-161,-191,-252,15617
0,4,Covers,-158,-125,-187,-204,19386
0,6,Alloy,-59,-46,-57,-62,6971
0,5,Covers,-439,-288,-330,-422,14968
0,3,Alloy,-126,-192,-23,-148,26939
0,5,Alloy,-176,-26,-24,-156,16595
0,4,Covers,-160,-166,-277,-100,15226
0,4,Alloy,-203,13,-7,-213,17074
0,4,Alloy,144,6,167,131,17761
0,6,Alloy,-53,61,-53,-10,9106
0,5,Alloy,-407,-299,-380,-410,9742
0,3,Covers,-279,-263,-407,-333,25760
0,5,Alloy,-213,-88,41,-249,12224
1,4,Alloy,-92,-81,-70,-85,19042
0,4,Alloy,-185,-29,-203,-144,15675
0,4,Covers,-195,-174,-112,-269,19747
0,7,Covers,-59,15,47,-62,10498
0,3,Covers,-410,767,435,-458,15950
0,5,Alloy,-179,-632,-494,-228,8310
0,6,Special,-86,133,112,-53,11306
0,5,Alloy,47,192,86,2,17097
0,4,Covers,-206,-153,71,-240,13233
0,2,Alloy,-508,-629,-414,-617,39667
0,5,Alloy,-223,-331,-215,-219,17433
0,4,Alloy,-210,-85,-117,-177,16993
0,6,Alloy,-60,4,5,-63,12644
1,4,Alloy,-133,121,-94,-116,16291
1,4,Covers,-162,-30,-34,-157,15839
0,3,Covers,-90,-117,-59,-252,25826
0,4,Covers,-172,-121,-289,-127,13356
0,5,Alloy,-89,37,-14,-18,12367
0,5,Covers,-126,-130,-32,-184,13446
0,3,Alloy,-383,-392,-308,-366,24838
0,4,Covers,-106,-49,-231,-61,17158
0,5,Alloy,-93,-24,-22,-107,12830
1,5,Covers,-47,179,154,-12,8874
0,5,Alloy,-199,-67,-61,-281,17612
0,5,Covers,-188,-68,-50,-208,15360
0,4,Alloy,147,110,216,97,17027
1,4,Covers,-36,-62,8,-55,21113
0,4,Alloy,-87,-42,32,-117,17957
0,5,Covers,-290,-171,-205,-239,14715
0,8,Alloy,45,148,93,44,11336
0,2,Alloy,-148,278,322,-132,40807
0,3,Alloy,-205,-102,-176,-31,28563
1,5,Covers,-81,-445,-281,-110,17113
0,2,Alloy,-159,175,168,-131,17057
1,5,Alloy,-21,-9,117,-31,16821
0,2,Covers,103,-569,-412,-226,27683
0,5,Alloy,65,-87,-27,56,11187
0,3,Covers,37,123,265,-27,19287
0,4,Alloy,66,144,54,87,16509
1,8,Alloy,2,360,14,4,12319
0,5,Covers,-284,-313,-325,-249,14184
0,1,Alloy,-960,-3216,-1243,-1325,47430
0,4,Alloy,-36,-38,24,-55,13773
0,2,Covers,-725,-773,-595,-1042,44807
0,3,Alloy,0,0,0,0,21457
0,2,Covers,0,0,0,0,30629
0,4,Covers,0,0,0,0,19376
0,7,Alloy,0,0,0,0,9717
0,5,Alloy,0,0,0,0,14311
0,3,Alloy,0,0,0,0,13703
0,4,Alloy,0,0,0,0,13527
0,5,Covers,0,0,0,0,15140
0,2,Covers,0,0,0,0,34148
0,4,Covers,-18,-22,-19,-20,17662
0,4,Covers,0,0,0,0,18035
0,5,Covers,0,0,0,0,8265
0,4,Covers,0,0,0,0,18464
0,3,Covers,-91,-11,-99,-11,16987
0,4,Covers,0,0,0,0,10046
0,2,Covers,0,0,0,0,33514
0,4,Covers,0,0,0,0,12365
0,4,Covers,0,0,0,0,9020
0,4,Covers,0,0,0,0,7212
0,2,Covers,0,0,0,0,37975
0,2,Covers,0,0,0,0,40936
0,4,Covers,0,0,0,0,14923
0,3,Alloy,0,0,0,0,23308
0,3,Alloy,0,0,0,0,24235
0,4,Covers,0,0,0,0,15926
0,4,Covers,0,0,0,0,14396
0,4,Covers,-102,-111,-110,-103,13085
0,3,Covers,0,0,0,0,22567
0,4,Covers,0,0,0,0,15796
0,5,Covers,0,0,0,0,10432
0,3,Alloy,0,0,0,0,20483
0,4,Covers,0,0,0,0,12222
0,6,Covers,0,0,0,0,8988
0,5,Covers,0,0,0,0,6880
0,3,Alloy,0,0,0,0,17961
0,4,Special,0,0,0,0,12806
0,3,Covers,0,0,0,0,26172
0,8,Covers,0,0,0,0,6943
0,5,Covers,0,0,0,0,3342
0,5,Covers,0,0,0,0,10824
0,3,Covers,0,0,0,0,19698
0,4,Covers,0,0,0,0,11638
0,4,Covers,0,0,0,0,11858
0,3,Covers,0,0,0,0,22988
0,4,Covers,0,0,0,0,15562
0,4,Covers,0,0,0,0,11408
0,5,Covers,0,0,0,0,16663
0,3,Covers,0,0,0,0,24765
0,4,Covers,0,0,0,0,9912
0,3,Alloy,-125,-245,-135,-227,21017
0,4,Covers,0,0,0,0,13767
0,4,Alloy,0,0,0,0,20854
0,4,Covers,0,0,0,0,9623
1,3,Covers,0,0,0,0,17543
0,4,Covers,0,0,0,0,12726
0,3,Alloy,0,0,0,0,27020
0,4,Covers,0,0,0,0,13956
0,5,Covers,0,0,0,0,4978
0,4,Covers,0,0,0,0,12132
0,4,Covers,0,0,0,0,13799
0,2,Alloy,0,0,0,0,36039
0,4,Alloy,0,0,0,0,14609
0,4,Covers,-114,-165,-124,-153,12025
0,4,Alloy,0,0,0,0,19440
0,4,Alloy,0,0,0,0,15092
0,3,Covers,0,0,0,0,21201
0,3,Covers,0,0,0,0,19574
0,6,Alloy,0,0,0,0,12376
0,3,Covers,0,0,0,0,24643
0,3,Alloy,0,0,0,0,18997
0,3,Alloy,0,0,0,0,17293
0,5,Covers,0,0,0,0,14568
0,3,Covers,0,0,0,0,21777
0,4,Covers,0,0,0,0,19553
0,5,Alloy,0,0,0,0,15450
0,6,Alloy,0,0,0,0,12505
0,3,Covers,-99,-87,-107,-80,19754
0,2,Alloy,0,0,0,0,26676
0,3,Covers,0,0,0,0,20796
1,5,Alloy,0,0,0,0,15983
0,4,Covers,0,0,0,0,15925
0,3,Covers,0,0,0,0,25948
0,3,Covers,0,0,0,0,20460
0,4,Covers,0,0,0,0,12515
0,2,Alloy,0,0,0,0,30334
0,3,Covers,0,0,0,0,22791
0,3,Covers,0,0,0,0,19188
0,5,Alloy,0,0,0,0,12986
0,4,Covers,0,0,0,0,18593
0,2,Covers,0,0,0,0,43539
0,5,Alloy,0,0,0,0,11384
0,4,Covers,0,0,0,0,16223
0,4,Covers,0,0,0,0,16889
0,2,Alloy,0,0,0,0,35988
0,4,Covers,-151,-100,-163,-93,19048
0,3,Alloy,0,0,0,0,28032
0,4,Covers,0,0,0,0,13504
0,2,Covers,0,0,0,0,41295
0,4,Covers,0,0,0,0,22207
0,4,Covers,-102,-111,-110,-103,12693
0,3,Covers,-91,-11,-99,-11,19909
0,7,Covers,0,0,0,0,7204
0,3,Covers,138,213,149,198,17425
0,4,Covers,0,0,0,0,18760
0,5,Covers,0,0,0,0,13084
0,4,Covers,80,-4,86,-3,14189
0,3,Covers,0,0,0,0,25522
0,4,Covers,0,0,0,0,9450
0,3,Covers,0,0,0,0,23952
0,4,Covers,0,0,0,0,16596
0,6,Covers,0,0,0,0,11637
0,3,Covers,-53,-19,-57,-17,20885
0,4,Covers,0,0,0,0,10072
0,4,Covers,0,0,0,0,10289
0,7,Alloy,0,0,0,0,4171
0,4,Covers,0,0,0,0,12773
0,4,Covers,0,0,0,0,19113
0,4,Covers,-15,3,-16,3,13758
0,4,Covers,0,0,0,0,7488
0,7,Covers,0,0,0,0,8707
0,3,Covers,0,0,0,0,23471
0,4,Covers,0,0,0,0,10467
0,3,Covers,0,0,0,0,16984
0,3,Covers,0,0,0,0,26584
0,4,Covers,0,0,0,0,16718
0,4,Covers,0,0,0,0,13828
0,5,Covers,0,0,0,0,11599
0,3,Alloy,9,38,10,35,21160
0,2,Alloy,-53,-81,-57,-75,38629
0,5,Alloy,90,-357,-411,166,15646
1,3,Covers,366,-393,-432,514,20320
0,2,Covers,-10,16,-11,15,40415
0,3,Covers,135,-668,-685,172,25951
0,4,Alloy,-93,-112,-101,-103,16016
0,3,Covers,54,-1005,-1034,234,20079
0,3,Alloy,211,568,228,526,23407
0,2,Covers,-88,148,-95,137,32175
0,7,Alloy,18,66,20,61,11651
0,7,Alloy,-76,-47,-82,-44,12799
0,3,Covers,-25,-13,-27,-12,23954
0,4,Covers,2,-44,3,-41,16942
0,4,Covers,110,183,119,170,12866
0,4,Covers,438,-584,-442,367,21841
0,3,Alloy,133,192,144,177,23759
0,6,Alloy,63,-534,-423,-63,14020
0,2,Covers,-325,-1406,-1540,-547,31457
1,6,NULL,15,29,16,27,13137
0,2,Covers,136,60,147,56,34668
0,6,Alloy,-163,-692,-794,-28,11707
1,4,Covers,84,51,91,47,19251
0,3,Alloy,-151,-301,-163,-279,28310
0,2,Alloy,79,90,85,83,26800
0,5,Alloy,354,418,382,387,15239
0,3,Alloy,-64,32,-70,29,23204
0,4,Alloy,618,-419,-327,592,21192
0,4,Alloy,253,-432,-422,260,16831
0,4,Alloy,92,136,100,126,18945
0,1,Covers,-105,-105,-114,-97,51839
0,4,Covers,42,8,45,7,9221
0,7,Alloy,-1,-353,-360,-1,11937
0,5,Alloy,9,-12,10,-11,14842
0,6,Alloy,-21,-891,-686,-18,13214
0,3,Covers,142,-400,-581,265,26565
0,3,Covers,41,84,45,78,24247
0,3,Alloy,294,-285,-422,226,23790
0,6,Alloy,-2,-429,-381,-35,13245
0,3,Alloy,59,64,64,59,23636
0,4,Covers,233,229,252,212,20421
0,3,Covers,-215,-255,-232,-237,20295
0,4,Covers,-49,-22,-53,-20,15651
0,6,Covers,-6,-11,-7,-10,14523
0,3,Alloy,55,82,59,76,29648
0,5,Alloy,320,-350,-357,330,16870
0,7,Covers,32,72,35,66,10387
0,3,Alloy,271,-226,-497,226,24989
0,5,Alloy,99,98,107,91,17483
0,7,Alloy,-35,-40,-37,-37,6447
0,4,Covers,370,382,400,354,11009
1,5,Covers,96,-579,-452,219,15874
0,2,Covers,-135,-174,-146,-162,42709
0,5,Alloy,85,124,92,115,17746
0,3,Covers,-77,-120,-84,-111,17282
1,4,Alloy,398,441,430,409,16874
0,2,Alloy,-21,-1414,-1148,-337,43123
0,6,Covers,-14,-686,-415,-70,12554
0,3,Alloy,263,156,285,145,20751
1,3,Covers,-136,-122,-146,-113,25624
0,3,Covers,-105,-136,-114,-126,18203
0,5,Covers,-5,-3,-5,-3,14319
0,3,Covers,238,-697,-643,345,21059
0,4,Alloy,103,125,111,116,20658
0,3,Alloy,-44,-34,-47,-31,28727
0,4,Alloy,285,-362,-551,493,18564
0,7,Alloy,0,0,0,0,8858
0,2,Covers,236,313,255,289,28961
0,5,Alloy,-41,-669,-671,-62,18521
0,5,Alloy,56,47,61,43,9978
0,6,Alloy,0,0,0,0,10371
0,2,Covers,871,983,941,910,22818
0,3,Alloy,0,0,0,0,25136
0,2,Covers,642,-837,-855,614,33652
0,3,Covers,0,0,0,0,16791
0,2,Alloy,333,456,359,422,30874
0,4,Covers,0,0,0,0,17697
0,6,Alloy,171,-601,-422,166,15123
0,3,Alloy,0,0,0,0,26299
0,5,Covers,174,-461,-475,168,19493
0,5,Alloy,186,279,201,259,14960
0,5,Covers,-57,-601,-626,-22,18435
0,4,Covers,10,178,10,165,16935
0,6,Special,-4,-439,-480,42,15061
0,6,Alloy,42,78,45,72,13046
0,2,Covers,235,311,254,288,29768
0,3,Covers,1397,-17,286,967,25335
0,5,Covers,42,112,46,103,16093
0,3,Alloy,203,-99,219,-92,23291
0,6,Covers,124,-229,-285,122,10606
0,7,Alloy,-7,-349,-341,-9,10385
0,4,Covers,99,104,107,97,21744
0,6,Covers,93,-274,-334,156,14243
0,6,Alloy,-107,-63,-116,-59,13532
0,3,Covers,86,97,92,90,16064
0,4,Alloy,96,38,104,35,16952
0,6,Special,172,23,-235,391,14839
0,7,Covers,13,35,14,33,7267
0,4,Alloy,0,0,0,0,21327
0,5,Alloy,108,-327,-392,183,17414
0,2,Covers,203,-1363,-1454,301,38006
0,4,Alloy,211,-404,-534,288,18017
0,3,Alloy,599,-505,-580,593,26545
0,4,Alloy,249,-793,-612,289,17479
0,3,Covers,519,-290,-563,710,25478
0,5,Covers,50,-408,-397,100,15956
0,6,Special,84,-215,-268,121,11475
0,6,Alloy,-65,-453,-549,22,13258
0,2,Covers,234,198,253,183,30554
0,4,Covers,149,-508,-534,181,18857
0,6,Alloy,-72,-577,-571,-140,13929
0,7,Covers,106,103,114,95,6778
1,2,Covers,-220,-1324,-1700,129,39326
0,3,Covers,410,-230,-375,562,21938
0,5,Alloy,-165,-744,-852,-78,15711
0,6,Alloy,187,-170,-258,290,15833
0,6,Alloy,88,-437,-300,69,14747
0,2,Covers,-181,-1455,-1363,-253,33169
0,2,Alloy,433,-1018,-1420,528,43270
0,2,Covers,174,117,188,108,34809
0,2,Covers,258,122,279,113,41661
0,4,Alloy,482,678,520,628,19791
0,4,Alloy,-71,-103,-77,-95,19766
0,3,Alloy,-299,-1037,-1050,-275,25796
0,5,Alloy,45,-472,-360,28,15284
0,3,Covers,-154,-1062,-1004,-195,15495
0,4,Alloy,-499,-263,-362,-402,20526
1,6,Alloy,-125,110,15,-77,13151
1,8,Alloy,3,50,28,39,9488
0,7,Alloy,-55,-75,-63,-69,11114
0,7,Covers,-28,75,71,-11,9939
0,8,Covers,-62,63,17,-65,9995
0,4,Alloy,1,175,102,11,15998
0,6,Alloy,-159,-362,-208,-202,11075
0,4,Alloy,-228,-214,-113,-359,14028
1,5,Alloy,-125,70,-9,-114,14525
0,4,Alloy,-149,-251,-87,-117,20782
0,4,Covers,-194,-182,-216,-188,17765
0,5,Covers,-146,-264,-182,-192,14854
0,4,Covers,-206,-63,-3,-224,16202
0,4,Alloy,102,23,122,87,19990
0,4,Covers,-61,6,63,-71,15790
0,5,Covers,-53,15,-38,-91,16787
0,5,Covers,28,129,209,-4,7675
0,3,Alloy,-217,2,-272,52,28263
1,6,Alloy,-57,21,-3,-54,12197
1,6,Alloy,116,66,146,93,13193
1,5,Alloy,-114,122,29,-145,15865
0,6,Alloy,52,125,167,39,12904
0,5,Alloy,-77,-78,-162,-64,13909
0,5,Special,-147,-169,-165,-141,14868
0,5,Alloy,170,290,364,211,16442
0,6,Alloy,-21,74,45,-10,13892
0,3,Covers,6,83,11,-81,19473
0,6,Alloy,18,137,139,-6,14231
0,4,Covers,-172,-244,-9,-301,18825
0,4,Covers,-34,-30,111,-90,19145
0,5,Alloy,172,418,275,265,15117
0,3,Covers,-153,-222,-66,-96,15750
0,4,Covers,-211,694,217,-53,15708
0,5,Covers,-72,-165,-188,-37,13819
0,4,Alloy,-149,-174,-110,-159,18630
0,3,Covers,105,-6,33,98,22258
0,6,Alloy,-52,-50,-120,-12,13505
0,4,Alloy,94,-50,165,-5,17054
0,5,Covers,25,-80,157,-147,17193
0,5,Covers,87,112,49,28,12415
0,2,Covers,-115,374,-1,-43,35563
0,3,Covers,-17,-327,-213,-165,23016
0,3,Covers,4,14,-53,41,19089
0,7,Alloy,-53,-11,34,-19,12290
0,6,Covers,-25,-9,-23,0,13972
0,5,Alloy,-170,-63,-74,-43,13993
0,4,Covers,-130,-136,-188,-140,19349
1,5,Alloy,-113,-176,-193,-172,13460
0,6,Alloy,83,101,68,118,11783
0,4,Covers,50,-108,6,-68,17739
0,3,Covers,8,19,-82,23,23054
0,5,Alloy,60,36,140,-84,12725
0,5,Alloy,-26,-59,33,-89,17822
0,3,Alloy,-66,102,77,-143,27057
1,6,Alloy,-5,45,42,12,8702
0,5,Covers,12,37,40,-35,12797
0,3,Covers,122,199,310,24,27943
0,4,Alloy,203,181,140,174,15653
1,6,Alloy,-70,-59,-71,-69,15435
0,4,Covers,161,149,162,132,15562
0,2,Alloy,398,134,562,128,45583
0,4,Covers,14,76,93,-19,17696
0,3,Covers,78,92,67,61,18936
0,4,Covers,45,176,-132,238,11578
0,3,Alloy,-56,-37,16,-91,30172
0,6,Alloy,-254,-257,-214,-323,14157
0,4,Covers,-35,135,17,40,17629
0,6,Special,-70,-59,-71,-69,11765
0,5,Covers,22,865,380,-26,16840
0,4,Covers,86,-84,65,59,12350
0,6,Alloy,-33,172,36,55,13932
0,4,Covers,92,71,84,124,15488
0,6,Alloy,33,-57,8,14,11937
1,4,Alloy,-35,-70,-88,1,17940
0,2,Alloy,-28,-372,-42,-178,34568
0,3,Covers,254,138,160,147,22618
0,4,Covers,18,129,180,-16,16307
0,2,Alloy,171,218,-70,260,39952
0,7,Alloy,19,91,14,14,12614
0,5,Alloy,250,117,204,258,18881
1,3,Covers,68,80,9,73,20556
0,4,Covers,198,153,214,175,18599
0,6,Alloy,31,86,58,-21,14687
0,3,Covers,344,310,163,364,26679
0,3,Covers,269,328,172,313,17077
0,3,Alloy,112,207,195,36,26077
1,4,Special,40,-15,2,57,14911
0,5,Covers,85,147,42,76,18966
0,5,Covers,109,-128,56,14,15168
0,6,Covers,100,91,290,88,10913
0,5,Covers,-66,-188,-118,-151,12448
1,6,Covers,50,106,68,98,11671
0,5,Alloy,145,75,171,217,14132
0,3,Covers,347,439,377,373,20588
0,5,Covers,-158,-326,6,-454,16836
1,3,Covers,44,-33,-86,45,21979
0,4,Alloy,-60,-40,18,-78,13554
1,3,Alloy,8,-716,-115,-495,27589
0,3,Covers,223,-51,-41,232,16859
1,6,Covers,45,-130,1,47,12031
1,7,Alloy,33,32,53,22,11764
0,5,Covers,100,-118,101,-20,16027
0,1,Covers,323,1167,1636,29,68387
0,7,Covers,167,169,191,147,6744
0,5,Alloy,55,40,82,33,14904
0,7,Covers,51,40,68,25,10399
1,4,Covers,69,305,174,118,18746
0,4,Alloy,106,89,50,142,11356
0,5,Covers,155,151,278,85,16375
0,3,Covers,71,227,-17,88,23976
0,4,Covers,239,228,231,233,19015
0,4,Alloy,198,233,150,319,19281
1,5,Covers,105,60,43,126,16546
0,3,Covers,404,492,367,537,17794
1,4,Covers,96,49,41,117,20058
0,4,Alloy,87,66,-24,103,17126
0,4,Alloy,160,-35,136,112,16964
0,3,Alloy,400,337,290,430,27327
0,4,Covers,70,91,33,114,10600
0,5,Alloy,13,-128,-96,-26,13352
0,4,Alloy,37,-15,-18,17,20980
0,4,Special,82,0,109,41,16530
0,4,Covers,80,-42,-27,44,15763
0,5,Alloy,154,171,76,234,17643
0,3,Covers,224,182,219,158,26289
0,5,Covers,145,126,87,157,16329
0,6,Covers,-125,-224,-215,-53,12211
0,4,Covers,234,39,102,141,20051
0,6,Covers,-153,-215,-241,-148,14161
0,6,Covers,71,7,2,67,13584
0,3,Covers,127,282,188,202,19638
0,3,Covers,14,-192,-120,0,22794
0,5,Alloy,25,-66,-79,-25,8260
0,5,Alloy,-152,124,-109,48,8949
0,5,Alloy,10,-75,-59,-16,14070
0,4,Covers,99,-112,134,89,15419
0,3,Covers,118,-20,184,151,29961
0,6,Alloy,90,6,112,33,15361
0,7,Covers,44,36,58,60,12529
0,3,Alloy,71,-60,19,60,24672
0,5,Covers,-54,-109,-97,-79,5151
0,5,Covers,235,247,222,257,8131
0,5,Covers,2,43,9,18,15433
0,4,Covers,20,-182,-30,3,14335
0,6,Covers,105,233,274,22,14933
0,4,Alloy,478,246,478,159,21448
0,4,Covers,-4,-256,-56,-50,17621
0,5,Covers,-162,-157,-241,-116,15235
1,5,Covers,67,90,20,30,13485
0,4,Covers,-159,-189,-156,-151,16679
0,4,Covers,3,-83,1,-12,14791
0,5,Covers,8,-344,-184,-67,13952
0,6,Alloy,186,-128,234,58,13158
0,5,Covers,1,-72,-72,-17,13135
0,4,Alloy,-13,-70,-91,-76,16592
0,5,Covers,44,37,-5,33,7791
0,3,Covers,85,209,89,159,22100
0,4,Covers,-13,-70,-91,-76,21013
0,3,Covers,23,-166,0,-58,14955
0,6,Covers,396,347,323,498,8976
0,3,Covers,141,142,199,89,27248
0,4,Covers,-61,-142,-91,-82,15744
0,5,Covers,-24,19,-6,-15,15145
0,3,Covers,22,52,23,10,16813
0,2,Covers,-123,66,193,-196,46617
0,4,Alloy,-14,-242,25,-185,18551
0,5,Alloy,-45,-59,-63,-71,14733
0,4,Covers,-50,-325,-141,-92,11990
0,7,Covers,-42,83,-23,2,7326
0,6,Alloy,154,180,-66,369,11290
0,7,Alloy,-52,26,-6,-68,6367
0,3,Covers,-50,379,54,469,30829
0,4,Covers,20,-182,-30,3,8911
0,7,Alloy,9,-16,-45,-45,6821
0,3,Alloy,-653,-974,-698,-1037,31851
0,4,Covers,-50,-325,-141,-92,15464
0,4,Covers,10,486,431,132,18751
0,7,Covers,-126,-31,-78,-119,6031
0,3,Covers,-6,-13,-21,-23,19475
0,3,Covers,19,-298,-410,-3,20603
0,3,Covers,141,125,185,33,16012
0,7,Covers,35,104,66,27,7008
0,4,Covers,-61,-142,-91,-82,21035
0,6,Covers,63,200,156,55,11583
0,5,Covers,6,63,10,43,5626
0,3,Covers,-4,-12,46,-26,17077
0,7,Covers,132,228,186,138,5998
0,6,Alloy,-101,195,-66,86,10493
0,4,Covers,5,-212,-37,-21,14582
