@relation 'training_edit2-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.Remove-R1,3-5,7-13,16-34'

@attribute IsBadBuy {0,1}
@attribute VehicleAge numeric
@attribute WheelType {Alloy,Covers,NULL,Special}
@attribute VehOdo numeric
@attribute DifAquiredAvg_CurAvgAuction numeric
@attribute DifAquiredAboveAvg_CurAboveAvgRetail numeric
@attribute DifAquiredAvg_CurAvgRetail numeric
@attribute DifAquiredAboveAvg_CurAboveAvgAuction numeric
@attribute AdjVehOd numeric

@data
1,3,Alloy,64241,104,124,112,115,21413
0,1,Covers,68486,795,-1855,-1772,905,68486
1,6,Alloy,83922,51,-405,-360,10,13987
0,4,Covers,86091,119,213,129,198,21522
0,3,Covers,48283,32,-818,-910,124,16094
0,3,Covers,62929,54,-974,-870,27,20976
0,2,Alloy,64397,-52,-1521,-1621,-45,32198
0,3,Covers,63236,34,-701,-684,22,21078
0,3,Alloy,81291,174,-607,-743,121,27097
0,7,Alloy,45020,58,-552,-409,63,6431
1,2,NULL,62061,0,0,0,0,31030
0,3,Alloy,58771,94,-651,-647,126,19590
0,2,Covers,72589,182,277,196,256,36294
0,1,Alloy,60663,-1537,-3866,-3525,-2017,60663
0,2,Alloy,53075,33,-1440,-1391,36,26537
0,3,Alloy,77087,230,-550,-426,234,25695
0,6,Alloy,57625,1,-416,-324,-76,9604
0,1,Alloy,56144,104,-2807,-2875,394,56144
0,3,Alloy,82247,-27,-743,-1053,150,27415
1,5,Alloy,82960,37,-479,-490,42,16592
0,6,Alloy,59868,144,-168,-241,229,9978
0,3,Covers,68729,141,-551,-637,185,22909
0,1,Covers,53998,436,-3265,-2741,-215,53998
1,3,Alloy,72381,318,-359,-410,392,24127
0,5,Covers,81357,27,-446,-403,49,16271
0,2,Covers,43965,-94,-1170,-1411,10,21982
1,3,Alloy,72852,-166,-926,-906,-86,24284
0,3,Alloy,59821,-229,-1139,-1190,-206,19940
0,2,Alloy,71558,-302,-1707,-1722,-470,35779
0,4,Covers,38916,-39,-757,-809,-112,9729
0,2,Alloy,77599,-399,-1633,-1750,-303,38799
0,4,Alloy,49044,-114,-816,-925,71,12261
1,3,Alloy,75863,290,-630,-580,172,25287
0,2,Alloy,75039,-496,-1567,-1820,-375,37519
0,4,Covers,60006,134,-579,-558,146,15001
0,3,Alloy,80160,-338,-980,-1132,-279,26720
0,2,Covers,48593,-293,-1525,-1483,-319,24296
1,2,Covers,64341,0,0,0,0,32170
0,5,Alloy,76048,57,-460,-317,12,15209
0,3,Alloy,64227,157,-589,-629,201,21409
0,6,Alloy,84619,5,-610,-422,14,14103
0,1,Covers,74372,7,-3170,-3163,97,74372
0,2,Alloy,59296,-131,-1227,-1355,-113,29648
0,2,Alloy,62288,-129,-1277,-1518,51,31144
0,4,Alloy,57195,-448,-1015,-1093,-460,14298
0,2,Covers,78205,281,-1089,-926,340,39102
0,4,Alloy,33197,155,-336,-516,275,8299
0,2,Covers,62543,-229,-1601,-1409,-386,31271
0,1,Covers,49950,72,-2722,-2560,10,49950
0,5,Covers,76511,-1,-434,-471,-23,15302
0,2,Covers,78678,-351,-1770,-1604,-419,39339
0,5,Alloy,61693,-32,-587,-572,-54,12338
0,1,Covers,75009,18,-2805,-2612,25,75009
1,1,NULL,50948,0,0,0,0,50948
0,3,Alloy,48110,-320,-1072,-1177,-243,16036
0,4,Alloy,51982,87,-653,-702,96,12995
0,4,Alloy,76231,71,-750,-675,6,19057
0,2,Alloy,45198,156,-1308,-1304,180,22599
0,3,Alloy,72263,-19,-766,-849,41,24087
0,4,Alloy,53049,-77,-968,-863,-134,13262
0,4,Alloy,86405,-2,-785,-767,-10,21601
0,2,Alloy,58152,-182,-1610,-1358,-394,29076
0,2,Covers,76700,95,-1182,-1242,83,38350
0,3,Alloy,68640,120,-822,-909,153,22880
0,4,Alloy,31861,-122,-671,-714,-153,7965
0,2,Covers,79277,-185,-1700,-1570,-278,39638
0,4,Covers,64621,46,-600,-614,91,16155
1,3,Alloy,68963,16,-1013,-883,53,22987
0,6,Alloy,65046,96,-238,-266,117,10841
1,3,Alloy,66113,16,-1013,-883,53,22037
0,4,Covers,84786,-242,-1274,-1079,-334,21196
0,1,Alloy,74854,-969,-3215,-2979,-944,74854
0,2,Alloy,52837,-391,-1807,-1706,-502,26418
1,3,NULL,41715,108,-599,-691,58,13905
0,2,Alloy,61059,-40,-941,-1714,175,30529
0,6,Alloy,61896,-18,-510,-338,-59,10316
1,5,Covers,86919,-311,-884,-839,-397,17383
0,4,Alloy,74424,-53,-765,-824,-119,18606
0,4,Alloy,69695,-14,-552,-533,-42,17423
0,1,Alloy,42249,-683,-3011,-2820,-899,42249
0,2,Alloy,44458,-60,-1308,-1337,-29,22229
0,2,Alloy,78402,66,-1027,-1303,134,39201
1,4,Covers,71170,13,-725,-701,55,17792
0,2,Alloy,59213,-421,-1928,-1640,-680,29606
0,5,Covers,19825,-100,139,-105,-60,3965
0,4,Alloy,71322,-26,-7,-23,-6,17830
0,4,Covers,75509,-86,9,81,-101,18877
0,4,Alloy,72850,-89,-88,-227,-140,18212
0,3,Alloy,54882,-137,313,210,-83,18294
0,3,Alloy,66045,61,-21,-114,117,22015
1,4,NULL,77934,-88,-35,-195,-30,19483
0,2,Alloy,45222,23,325,426,162,22611
0,3,Alloy,24435,-69,-395,-255,-87,8145
0,2,Alloy,66111,-132,35,99,-376,33055
0,2,Alloy,60309,-721,-371,-522,-533,30154
0,1,Covers,54143,-1468,-264,-449,-1533,54143
1,7,Alloy,76980,108,-166,13,105,10997
0,2,Alloy,48087,12,-167,-33,-8,24043
0,4,Alloy,89937,-2,-77,-66,-51,22484
0,3,Alloy,40426,-232,455,-109,322,13475
0,2,Alloy,67553,-250,-459,-528,-287,33776
0,1,Covers,60679,-735,286,342,-744,60679
0,1,Alloy,52765,-1132,-863,-923,-1115,52765
0,6,Alloy,87727,129,43,73,136,14621
0,2,Alloy,65359,-622,-329,-483,-547,32679
0,1,Alloy,75042,-439,479,760,-611,75042
0,5,Alloy,58363,-131,-15,-200,-111,11672
0,2,Alloy,80532,-132,35,99,-376,40266
0,3,Alloy,73940,-224,-119,-180,-39,24646
0,1,Alloy,74456,-924,-589,-149,-994,74456
0,6,Alloy,58725,-20,-142,-68,-50,9787
0,3,Alloy,75237,-751,-68,106,-1121,25079
0,5,Alloy,85990,-92,-603,-176,-239,17198
0,3,Alloy,58196,-80,-154,-175,-103,19398
0,3,Alloy,47683,-133,-20,-317,-64,15894
0,3,Alloy,68026,125,192,46,198,22675
0,4,Covers,81395,-116,-13,-32,-79,20348
0,4,Alloy,78326,-11,12,58,-19,19581
0,5,Alloy,62898,-23,64,64,-25,12579
0,3,Alloy,62632,48,79,53,65,20877
0,5,Alloy,53284,120,144,110,190,10656
0,4,Alloy,63046,-535,-281,-273,-523,15761
0,4,Covers,60718,317,314,362,284,15179
0,3,Alloy,63589,-5,7,131,-133,21196
0,4,Alloy,69400,-89,-191,-165,-71,17350
0,3,Alloy,54595,-246,-474,-479,-368,18198
0,2,Alloy,35280,-417,-156,-65,-516,17640
0,6,NULL,77640,-124,-49,-36,-110,12940
0,4,NULL,76757,-175,-126,-161,-158,19189
0,4,Alloy,66532,-194,95,-94,-141,16633
0,3,Alloy,46114,-92,-43,-86,3,15371
0,2,Alloy,69472,-334,-96,-424,-197,34736
1,4,Alloy,75646,-94,89,-19,-37,18911
0,5,NULL,50828,-78,3,67,-103,10165
0,4,Alloy,67180,-347,-451,-216,-629,16795
0,3,Alloy,74002,122,-132,30,49,24667
0,4,Alloy,72389,-137,-231,-199,-159,18097
0,2,Alloy,71787,-451,-207,-182,-418,35893
0,4,Alloy,60228,-112,-186,-181,-115,15057
1,5,NULL,49843,0,0,0,0,9968
0,5,Alloy,80686,-58,-1,-37,-46,16137
0,7,Alloy,91544,-64,0,-76,-58,13077
0,6,Alloy,94004,-208,-182,-153,-237,15667
0,6,Alloy,68540,-55,-3,-5,-55,11423
0,6,Alloy,77255,-127,-168,-103,-177,12875
0,5,Alloy,62613,-68,77,-34,-33,12522
0,3,Alloy,67468,-119,-157,-111,-84,22489
1,5,Alloy,80810,-93,-101,-73,-107,16162
0,4,Alloy,65808,-206,-125,82,-250,16452
0,4,Alloy,45395,-102,-17,-52,-129,11348
0,4,Alloy,81117,3,318,248,2,20279
1,7,Alloy,63005,-56,-6,15,-66,9000
1,3,NULL,67229,-123,380,150,-111,22409
0,3,Alloy,69104,-585,-805,-559,-761,23034
0,6,Alloy,54603,0,98,167,-63,9100
0,4,Alloy,52417,-48,135,127,12,13104
0,8,Alloy,80331,-26,-51,-35,-41,10041
0,5,Alloy,67056,14,-199,-21,-127,13411
0,4,Alloy,86311,23,159,133,37,21577
0,7,Alloy,51556,-65,157,28,-14,7365
1,5,NULL,81386,56,-453,-267,150,16277
0,5,Alloy,54022,-79,-89,-84,-42,10804
0,7,Alloy,86349,-93,-219,-129,-165,12335
0,5,Alloy,77295,-96,-327,-223,-28,15459
0,5,Alloy,66786,-91,175,15,-46,13357
0,5,Alloy,83592,-91,-8,-10,-89,16718
0,4,Alloy,80949,78,43,185,-62,20237
0,6,Alloy,80650,-115,-29,-20,-120,13441
0,6,Alloy,74367,-17,438,73,38,12394
1,4,NULL,65763,0,0,0,0,16440
0,4,Alloy,54468,105,489,328,131,13617
0,4,Alloy,74475,61,267,200,79,18618
0,3,Covers,54685,187,205,90,259,18228
0,4,Covers,64437,-13,331,204,-96,16109
0,3,NULL,60949,-275,-156,-265,-329,20316
0,4,Covers,69260,-62,151,22,-61,17315
1,3,NULL,75204,0,0,0,0,25068
0,3,Covers,88211,-58,34,31,-5,29403
1,3,NULL,76291,0,0,0,0,25430
0,6,Alloy,80395,-1,-10,-60,-3,13399
0,3,Alloy,78731,-5,-98,-149,-42,26243
0,4,Covers,58780,180,95,53,158,14695
0,6,Alloy,65781,-134,-131,-104,-115,10963
0,3,Alloy,51512,-82,-153,-36,-147,17170
0,5,Covers,76510,-106,-69,-104,-149,15302
0,4,Alloy,75774,-213,-119,-156,-291,18943
0,3,Alloy,81771,-382,-24,-52,-471,27257
0,4,Alloy,77900,-114,8,-2,39,19475
0,3,Covers,44695,-46,20,-132,13,14898
0,5,Alloy,81779,65,118,133,26,16355
0,5,Special,74331,-37,64,28,-33,14866
0,4,Alloy,38906,16,229,221,-4,9726
0,4,Covers,73468,-66,-44,13,-70,18367
0,4,Special,36859,-62,45,70,-84,9214
0,6,NULL,70309,-139,-102,13,-202,11718
1,5,Alloy,61586,2,-47,-57,14,12317
0,4,Alloy,77852,88,-107,296,56,19463
0,3,Covers,81621,100,-113,-127,130,27207
0,5,Alloy,85198,-99,69,-20,-102,17039
0,6,Covers,65888,-29,153,177,-83,10981
1,7,NULL,74595,0,0,0,0,10656
1,4,NULL,75753,7,-8,8,-8,18938
0,3,Alloy,74167,24,231,119,70,24722
0,3,Alloy,59698,261,16,2,228,19899
0,3,Covers,66818,-75,-194,-8,-183,22272
0,4,Covers,71926,-53,-51,145,-32,17981
0,3,Covers,84533,121,268,162,182,28177
0,7,Alloy,77878,-118,-95,-123,-130,11125
0,3,Alloy,90884,-58,-247,-184,-56,30294
0,4,Covers,36841,20,-11,-20,31,9210
1,4,NULL,72796,82,-139,126,51,18199
1,5,NULL,79384,-13,-1,-9,1,15876
0,3,Alloy,78226,12,333,207,87,26075
1,3,NULL,62300,-94,-147,-87,-130,20766
0,4,Covers,47367,94,5,121,25,11841
0,4,Covers,58548,203,-36,34,82,14637
1,6,Alloy,94707,-48,-2,-14,-38,15784
0,6,Alloy,44196,26,111,32,16,7366
1,5,Alloy,79224,49,-28,40,36,15844
1,6,Alloy,70896,65,-15,36,56,11816
0,4,Alloy,60352,140,87,91,41,15088
0,5,Covers,70899,118,142,70,157,14179
0,3,Covers,89036,215,84,76,181,29678
0,8,Alloy,69632,53,51,40,52,8704
0,5,Covers,89934,126,26,28,109,17986
0,3,NULL,60015,309,25,301,167,20005
0,6,Alloy,72543,165,171,69,184,12090
0,4,Covers,70616,165,54,153,102,17654
0,4,Covers,63376,106,95,32,98,15844
0,6,Alloy,89774,32,262,168,-5,14962
0,4,Covers,32523,154,205,129,226,8130
1,3,Alloy,73554,50,25,123,74,24518
1,5,NULL,85777,107,228,45,121,17155
0,4,Covers,41006,90,324,114,144,10251
0,6,Alloy,61398,47,-36,-6,28,10233
0,4,Alloy,56210,174,-45,174,45,14052
0,4,Covers,54821,225,-278,23,157,13705
0,5,Covers,62975,26,82,30,34,12595
1,4,NULL,84462,0,0,0,0,21115
0,4,Alloy,78723,39,-62,187,-95,19680
0,3,Covers,58363,173,227,227,164,19454
0,4,Alloy,59830,163,156,119,107,14957
0,5,Alloy,76696,77,-54,-7,65,15339
0,4,Covers,67878,96,-84,-76,55,16969
0,2,Alloy,79541,-279,268,-11,-259,39770
0,4,Covers,82971,-49,-17,-161,-39,20742
0,4,Alloy,77593,3,-18,-119,-57,19398
0,4,Alloy,73014,142,197,182,126,18253
0,4,Alloy,69080,139,34,361,113,17270
0,4,Alloy,77799,-157,6,-27,-167,19449
0,7,Special,90524,9,-63,1,-36,12932
1,5,Alloy,69201,-46,-84,-50,15,13840
0,5,Alloy,68987,110,-131,-67,59,13797
0,6,Alloy,73341,74,131,20,76,12223
0,7,Alloy,79914,11,-72,-108,47,11416
0,6,Alloy,76856,173,-299,53,154,12809
0,4,Alloy,74656,-102,-142,-14,-181,18664
0,5,Alloy,80116,57,130,103,71,16023
0,6,Special,63692,85,79,80,73,10615
0,4,Alloy,85977,-44,-114,106,-231,21494
0,5,Special,82995,57,54,46,82,16599
0,6,Alloy,88040,20,-285,-18,-114,14673
0,4,Special,51360,185,159,72,233,12840
0,4,Alloy,71198,140,104,143,103,17799
0,6,Alloy,76180,20,-285,-18,-114,12696
0,6,Alloy,86608,166,-12,-8,209,14434
0,4,Alloy,86254,128,148,119,101,21563
0,5,Alloy,85632,142,150,182,120,17126
0,4,Covers,68251,112,112,15,154,17062
0,4,Covers,78105,52,-56,-70,55,19526
0,5,Alloy,80588,227,140,327,182,16117
0,4,Covers,82011,-266,-261,-304,-269,20502
0,4,Alloy,67993,175,91,269,-7,16998
0,5,Alloy,75936,129,134,45,199,15187
0,7,Covers,69713,81,-42,-10,47,9959
0,4,Alloy,77601,140,-139,11,90,19400
0,8,Alloy,81673,18,-55,-25,45,10209
0,3,Covers,71335,4,189,-155,-19,23778
0,4,Covers,62962,312,331,224,279,15740
0,4,Alloy,70202,-54,146,101,-11,17550
0,3,Alloy,84392,210,70,11,185,28130
0,6,Special,51941,38,97,143,60,8656
0,3,Covers,75933,43,0,-122,37,25311
0,3,Alloy,85444,22,221,71,2,28481
0,4,Alloy,70982,287,139,181,230,17745
0,4,Alloy,69743,133,54,-8,123,17435
1,4,Covers,85005,-64,4,-72,-96,21251
0,6,Alloy,88183,46,124,12,88,14697
0,2,Alloy,86303,29,-237,78,-203,43151
0,3,Covers,72352,29,46,-176,68,24117
0,7,Alloy,61866,70,25,-5,117,8838
1,3,Covers,81840,-41,-507,-198,-254,27280
0,3,Alloy,79403,-133,-930,-266,-1129,26467
0,6,Alloy,62521,126,30,25,137,10420
0,4,Alloy,67267,0,-20,-194,0,16816
0,3,Covers,71334,118,141,180,99,23778
0,4,Alloy,68540,127,92,45,136,17135
0,6,Special,79651,39,63,-32,58,13275
0,3,Covers,58099,34,-35,-11,24,19366
0,5,Covers,71666,243,253,125,302,14333
0,5,Covers,75009,31,-245,-77,49,15001
0,5,Alloy,71923,223,184,100,260,14384
0,3,Covers,69486,-21,194,-155,18,23162
0,3,Alloy,90521,391,293,330,331,30173
0,3,Alloy,80735,180,302,183,185,26911
1,3,Covers,74276,-189,365,-25,101,24758
0,4,Alloy,90527,181,75,7,126,22631
0,2,Alloy,75409,198,265,504,59,37704
0,2,Covers,69780,340,-268,-205,379,34890
0,5,Covers,87864,57,42,-1,107,17572
0,4,Alloy,81424,-62,49,-46,-26,20356
0,5,Covers,84262,-95,-308,-377,-76,16852
0,4,Alloy,73187,130,51,-24,108,18296
0,4,Alloy,74278,571,480,457,517,18569
0,3,Covers,65043,282,-200,122,221,21681
0,6,Alloy,75726,37,84,8,56,12621
0,3,Covers,51016,15,-27,65,-31,17005
0,6,Alloy,80631,83,-39,-38,113,13438
0,4,Covers,76149,65,-121,49,0,19037
0,4,Covers,69453,-258,-191,-242,-193,17363
0,3,Covers,54399,34,182,101,59,18133
0,3,Covers,64950,169,-173,-43,176,21650
0,4,Covers,54623,122,16,292,74,13655
0,3,Alloy,67183,297,260,300,246,22394
0,4,Alloy,70613,99,19,61,30,17653
0,7,Alloy,81859,33,-14,5,47,11694
0,4,Alloy,79626,105,-28,-69,128,19906
0,2,Alloy,82959,207,-99,-175,138,41479
0,5,Covers,76397,9,-154,-89,5,15279
0,4,Covers,65764,204,235,76,323,16441
0,3,Alloy,85708,323,223,392,278,28569
0,3,Covers,75293,249,84,13,329,25097
0,5,Alloy,54293,7,-178,-147,8,10858
0,8,Alloy,56817,61,28,35,70,7102
0,6,Alloy,68835,-23,-90,-205,34,11472
0,4,Alloy,72029,146,147,171,86,18007
0,7,Alloy,57552,208,192,253,189,8221
0,7,Special,80495,-26,-34,16,-67,11499
0,4,Alloy,70525,60,191,150,91,17631
0,4,Alloy,76372,29,-84,69,1,19093
0,2,Alloy,76339,5,-205,-231,-79,38169
0,5,Alloy,51044,-81,-96,-293,-73,10208
0,3,Alloy,87601,49,107,-19,76,29200
1,5,Covers,82078,116,91,89,88,16415
0,5,Alloy,84417,-179,180,-90,-47,16883
0,4,Covers,64209,95,186,31,245,16052
0,7,Special,65251,29,23,-22,54,9321
0,2,Alloy,81316,605,411,427,593,40658
1,5,NULL,61522,-8,-18,-9,13,12304
1,6,NULL,77175,0,0,0,0,12862
0,4,Covers,48189,-39,211,-375,269,12047
0,1,Covers,79210,517,1883,1700,550,79210
0,3,Alloy,82784,534,-75,639,-229,27594
0,3,Covers,89593,23,-438,-9,-109,29864
1,5,NULL,86459,33,17,-15,37,17291
0,6,Alloy,66452,42,-46,15,1,11075
0,5,Covers,85306,58,-173,-58,38,17061
0,4,Alloy,73244,4,-388,-105,-40,18311
0,3,Alloy,81009,229,221,154,262,27003
0,4,Covers,66767,133,-14,-42,145,16691
0,5,Alloy,74554,21,-56,-100,53,14910
0,3,Alloy,76321,142,90,148,98,25440
0,4,Covers,51320,64,-77,128,-12,12830
0,5,Alloy,56659,52,-23,-13,21,11331
0,3,Alloy,83808,401,543,359,457,27936
0,8,Covers,53337,-73,74,-155,-51,6667
0,3,Alloy,61578,21,5,163,-8,20526
1,2,Alloy,73054,228,354,286,279,36527
0,3,Alloy,68172,39,73,12,108,22724
0,8,Alloy,82374,-13,-347,-133,-106,10296
0,7,Alloy,52726,30,67,102,19,7532
0,3,Covers,60858,82,266,126,146,20286
0,5,Alloy,75209,47,-9,-54,29,15041
1,4,Covers,61693,78,-5,15,147,15423
0,4,Covers,80184,54,96,158,37,20046
0,7,Alloy,85905,242,150,227,253,12272
0,6,Alloy,57025,23,179,111,17,9504
0,4,Alloy,65776,64,-72,-7,19,16444
0,3,Covers,76773,31,168,93,114,25591
0,4,Covers,74090,11,-87,-77,16,18522
0,4,Covers,39331,-158,-214,-115,-54,9832
0,3,Alloy,84028,174,255,191,196,28009
1,2,Covers,66559,-53,117,98,46,33279
0,5,Covers,70959,129,227,177,114,14191
0,6,Alloy,86566,-158,-66,-162,-156,14427
0,6,Alloy,53165,241,292,254,303,8860
0,3,Alloy,74822,126,118,229,86,24940
0,5,Covers,88322,158,214,140,238,17664
1,3,Covers,73782,-34,-243,-264,-85,24594
0,3,Alloy,83477,372,578,378,566,27825
0,6,Alloy,57856,60,86,81,80,9642
0,3,Covers,81994,-65,-205,-57,-150,27331
0,6,Alloy,54598,-9,122,30,-124,9099
0,5,Covers,62772,34,66,2,32,12554
0,4,Covers,61650,-138,1,31,-282,15412
0,3,Alloy,56001,-66,102,77,-143,18667
0,3,Covers,64650,96,-238,-106,-123,21550
0,5,Alloy,74834,99,166,154,132,14966
0,5,Covers,92278,-12,-92,17,-17,18455
0,4,Alloy,81530,-51,68,-1,-39,20382
0,5,Alloy,80271,69,9,-8,44,16054
0,4,Alloy,84635,4,79,-36,-14,21158
0,4,Alloy,59083,-111,-312,-154,-269,14770
0,6,Covers,90255,69,62,55,49,15042
0,3,Alloy,72910,91,142,158,29,24303
0,2,Alloy,85451,269,26,343,24,42725
0,5,Alloy,71429,121,153,41,127,14285
0,5,Alloy,65178,-32,-12,-24,-18,13035
1,4,Special,78000,58,-42,-64,142,19500
0,4,Covers,54723,133,-68,2,73,13680
0,4,Covers,92333,35,29,103,17,23083
0,4,Covers,46916,-62,-123,93,-207,11729
0,6,Alloy,66607,-5,-62,-74,29,11101
0,7,Alloy,75930,95,-68,119,100,10847
0,6,Covers,97944,95,311,78,130,16324
1,6,Alloy,94091,32,23,17,34,15681
0,8,Covers,94642,86,170,91,105,11830
0,6,Covers,78043,65,316,107,110,13007
0,8,Covers,62457,-29,24,-63,-32,7807
0,3,Alloy,69486,-35,-118,-46,-44,23162
0,4,Alloy,60181,86,-18,273,-164,15045
1,7,Alloy,70244,-30,-50,-35,-19,10034
0,6,Covers,68456,91,339,85,122,11409
0,6,Covers,76516,95,311,78,130,12752
1,8,Covers,80975,61,175,55,86,10121
0,3,Covers,78550,102,133,117,256,26183
1,8,Alloy,87926,-56,-131,-48,-150,10990
0,7,Covers,73698,8,74,40,-25,10528
0,8,Special,84113,-1,-17,-3,-12,10514
0,6,Covers,70210,78,332,130,119,11701
1,8,Covers,91260,32,-76,-43,45,11407
0,5,Alloy,85174,51,91,67,76,17034
0,3,Covers,53410,-160,68,-166,-108,17803
0,8,Alloy,90415,58,194,194,29,11301
0,4,Alloy,88278,-20,-271,-36,-206,22069
0,5,Alloy,96737,235,361,304,285,19347
1,4,Covers,90578,6,-103,-57,-9,22644
0,4,Covers,82134,204,241,319,187,20533
0,5,Covers,80156,183,324,180,256,16031
1,6,Alloy,74227,76,-75,-29,104,12371
0,6,Special,82425,46,-58,-35,-2,13737
1,4,Covers,77938,157,248,192,217,19484
0,6,Alloy,96774,-44,-188,-54,-117,16129
0,5,Covers,84685,-11,-77,-63,-97,16937
0,5,Alloy,66389,-1,-184,-23,14,13277
0,6,Covers,54893,43,50,-17,60,9148
0,3,Alloy,66031,227,552,354,175,22010
1,6,Covers,71206,-85,-146,-45,-107,11867
0,3,Covers,89430,204,408,332,268,29810
0,5,Covers,96679,44,-173,-23,20,19335
1,8,Alloy,94135,44,65,70,49,11766
1,6,Covers,72194,49,13,27,16,12032
0,5,Covers,86159,3,-194,-37,-3,17231
0,6,Covers,91084,-9,113,-96,-14,15180
0,3,Alloy,75837,-110,-101,-48,-198,25279
0,4,Alloy,87919,-102,-390,-166,-187,21979
0,6,Alloy,85361,146,218,139,194,14226
0,3,Covers,75765,-336,-306,-284,-327,25255
0,5,Alloy,66839,125,66,33,133,13367
1,7,Covers,84112,0,0,0,0,12016
1,6,Alloy,78602,-21,215,18,-22,13100
1,7,Alloy,80818,-10,-44,-52,-29,11545
0,5,Alloy,73488,152,211,303,119,14697
0,4,Alloy,96325,9,256,-94,217,24081
0,4,Alloy,87689,204,26,69,198,21922
0,2,Covers,95249,151,362,-251,965,47624
0,7,Alloy,80322,-1,-17,-45,14,11474
0,3,Alloy,64584,229,46,210,275,21528
0,4,Covers,89164,-50,8,-7,-61,22291
0,3,Alloy,78151,-26,-129,-105,-33,26050
0,3,Covers,61538,24,72,64,124,20512
0,3,Covers,92510,-301,91,-367,211,30836
0,5,Covers,90458,203,303,188,269,18091
0,4,Alloy,74927,30,172,122,69,18731
0,6,Alloy,78561,15,9,25,29,13093
1,5,Alloy,67251,-25,-58,24,-72,13450
0,5,Alloy,58446,57,156,10,106,11689
0,2,Alloy,72550,425,659,525,614,36275
1,4,Covers,67392,0,0,0,0,16848
0,4,Covers,76891,94,148,141,81,19222
0,5,Covers,95771,173,466,199,267,19154
0,4,Covers,95736,73,115,95,64,23934
1,4,Covers,59616,-23,9,29,-14,14904
0,8,Covers,86043,20,-8,21,48,10755
0,4,Covers,76310,114,119,123,136,19077
0,9,Alloy,82803,24,-59,43,-18,9200
0,5,Alloy,83229,47,74,68,134,16645
0,5,Alloy,88520,103,365,144,138,17704
0,4,Covers,54958,-100,-151,-72,-139,13739
1,5,Covers,91612,4,93,64,4,18322
0,3,Alloy,95401,399,519,513,409,31800
0,8,Covers,99704,-46,68,13,-24,12463
1,3,Covers,69570,0,0,0,0,23190
1,4,Alloy,74477,140,-51,112,23,18619
0,8,Alloy,83880,25,113,11,94,10485
1,3,Covers,87588,91,314,298,139,29196
0,6,Alloy,69470,22,-39,-16,38,11578
0,6,Special,98100,40,41,62,35,16350
1,5,Alloy,86326,286,104,239,241,17265
0,5,Covers,81557,43,126,53,70,16311
0,4,Covers,45311,60,109,266,51,11327
0,6,Alloy,84974,58,119,104,85,14162
0,2,Alloy,88331,341,326,400,376,44165
0,8,Alloy,80576,-54,-56,-19,-122,10072
0,3,Alloy,70631,289,667,480,551,23543
0,3,Covers,85492,353,468,483,342,28497
0,6,Alloy,70975,-88,111,-71,11,11829
0,5,Covers,50798,159,65,169,28,10159
0,5,Covers,58880,256,372,286,346,11776
0,8,Alloy,95228,-72,-52,-8,-77,11903
0,5,Alloy,82097,49,-56,46,100,16419
0,5,Alloy,89365,-107,-286,-192,-170,17873
0,2,Alloy,72753,357,481,226,557,36376
0,6,Covers,74964,73,70,103,95,12494
0,1,Alloy,74757,126,-34,-79,72,74757
1,7,Alloy,74388,-27,-60,20,12,10626
0,5,Alloy,81141,-13,255,34,108,16228
0,9,Alloy,82083,-9,63,57,35,9120
1,4,Alloy,61782,83,-175,-105,83,15445
0,6,Alloy,82639,-30,8,40,-72,13773
0,2,Alloy,90561,-253,93,-418,431,45280
0,3,Alloy,72206,119,79,67,214,24068
0,3,Alloy,76751,141,159,150,188,25583
1,4,Covers,70261,182,188,135,195,17565
1,4,Covers,71879,-108,-70,-37,-108,17969
0,5,Covers,94463,32,1,65,41,18892
0,4,Alloy,44803,-4,49,126,-3,11200
1,5,Alloy,68643,30,134,231,-28,13728
0,3,Alloy,73919,-145,-120,-79,-235,24639
0,3,Alloy,78392,-37,256,125,91,26130
0,4,Alloy,72112,82,7,53,103,18028
0,4,Alloy,77516,5,63,103,79,19379
0,6,Covers,60375,-2,23,-51,-18,10062
0,7,Alloy,86753,-70,-71,-63,-82,12393
0,7,Alloy,81014,-28,-219,-77,-1,11573
0,6,Covers,94647,23,20,17,22,15774
0,4,Alloy,95789,382,370,338,356,23947
0,5,Alloy,85590,5,23,43,-25,17118
0,6,Alloy,87343,-123,-419,-164,-166,14557
0,7,Covers,69943,108,533,382,92,9991
1,5,Alloy,68701,0,0,0,0,13740
0,4,Alloy,85133,-40,-64,30,-95,21283
0,5,Covers,78584,-81,21,-63,3,15716
0,7,Alloy,93682,-80,-30,-73,3,13383
0,4,Alloy,60071,7,110,63,-10,15017
1,6,NULL,106617,20,0,43,13,17769
0,7,Alloy,78441,109,23,160,111,11205
0,3,Covers,53352,-42,57,-14,-128,17784
0,5,Covers,89234,-61,207,0,-40,17846
1,8,Alloy,93904,156,220,185,122,11738
0,6,Alloy,50946,152,730,498,193,8491
1,4,Covers,66136,82,106,77,135,16534
0,7,Alloy,88216,31,-8,47,-7,12602
0,4,Alloy,73614,-21,44,-1,0,18403
1,3,Alloy,82104,-119,-85,-65,-106,27368
0,2,Covers,73515,-298,-364,-261,-642,36757
1,4,Covers,77597,-84,-135,-37,-168,19399
0,4,Alloy,63444,-100,150,-111,48,15861
0,5,Alloy,75166,4,-75,27,-27,15033
